xml_file,log_file,start_time,end_time,duration_sec,exit_code,status
C:\Users\Jonas\Documents\MASCOT\SourceCode\data_and_results\data_model_input\xml_control_files\monoculture_static_pft2_0.070_01.xml,C:\Users\Jonas\Documents\MASCOT\SourceCode\data_and_results\data_raw\logs\monoculture_static_pft2_0.070_01.log,2026-06-05T19:26:21.173386,2026-06-05T19:29:06.234911,165.061525,0,OK
C:\Users\Jonas\Documents\MASCOT\SourceCode\data_and_results\data_model_input\xml_control_files\monoculture_static_pft2_0.070_02.xml,C:\Users\Jonas\Documents\MASCOT\SourceCode\data_and_results\data_raw\logs\monoculture_static_pft2_0.070_02.log,2026-06-05T19:26:37.995106,2026-06-05T19:29:16.742012,158.746906,0,OK
C:\Users\Jonas\Documents\MASCOT\SourceCode\data_and_results\data_model_input\xml_control_files\monoculture_static_pft2_0.070_03.xml,C:\Users\Jonas\Documents\MASCOT\SourceCode\data_and_results\data_raw\logs\monoculture_static_pft2_0.070_03.log,2026-06-05T19:27:04.725616,2026-06-05T19:29:43.756313,159.030697,0,OK
C:\Users\Jonas\Documents\MASCOT\SourceCode\data_and_results\data_model_input\xml_control_files\monoculture_static_pft2_0.070_04.xml,C:\Users\Jonas\Documents\MASCOT\SourceCode\data_and_results\data_raw\logs\monoculture_static_pft2_0.070_04.log,2026-06-05T19:27:25.212736,2026-06-05T19:30:07.153597,161.940861,0,OK
C:\Users\Jonas\Documents\MASCOT\SourceCode\data_and_results\data_model_input\xml_control_files\monoculture_static_pft2_0.070_05.xml,C:\Users\Jonas\Documents\MASCOT\SourceCode\data_and_results\data_raw\logs\monoculture_static_pft2_0.070_05.log,2026-06-05T19:27:34.735175,2026-06-05T19:30:13.123924,158.388749,0,OK
C:\Users\Jonas\Documents\MASCOT\SourceCode\data_and_results\data_model_input\xml_control_files\monoculture_static_pft2_0.070_06.xml,C:\Users\Jonas\Documents\MASCOT\SourceCode\data_and_results\data_raw\logs\monoculture_static_pft2_0.070_06.log,2026-06-05T19:27:38.796047,2026-06-05T19:30:19.800747,161.0047,0,OK
C:\Users\Jonas\Documents\MASCOT\SourceCode\data_and_results\data_model_input\xml_control_files\monoculture_static_pft2_0.070_07.xml,C:\Users\Jonas\Documents\MASCOT\SourceCode\data_and_results\data_raw\logs\monoculture_static_pft2_0.070_07.log,2026-06-05T19:29:06.244090,2026-06-05T19:31:47.618025,161.373935,0,OK
C:\Users\Jonas\Documents\MASCOT\SourceCode\data_and_results\data_model_input\xml_control_files\monoculture_static_pft2_0.070_08.xml,C:\Users\Jonas\Documents\MASCOT\SourceCode\data_and_results\data_raw\logs\monoculture_static_pft2_0.070_08.log,2026-06-05T19:29:16.745454,2026-06-05T19:31:58.685617,161.940163,0,OK
C:\Users\Jonas\Documents\MASCOT\SourceCode\data_and_results\data_model_input\xml_control_files\monoculture_static_pft2_0.070_09.xml,C:\Users\Jonas\Documents\MASCOT\SourceCode\data_and_results\data_raw\logs\monoculture_static_pft2_0.070_09.log,2026-06-05T19:29:43.758958,2026-06-05T19:32:21.036563,157.277605,0,OK
C:\Users\Jonas\Documents\MASCOT\SourceCode\data_and_results\data_model_input\xml_control_files\monoculture_static_pft2_0.070_10.xml,C:\Users\Jonas\Documents\MASCOT\SourceCode\data_and_results\data_raw\logs\monoculture_static_pft2_0.070_10.log,2026-06-05T19:30:07.156609,2026-06-05T19:32:46.132878,158.976269,0,OK
C:\Users\Jonas\Documents\MASCOT\SourceCode\data_and_results\data_model_input\xml_control_files\monoculture_static_pft2_0.105_01.xml,C:\Users\Jonas\Documents\MASCOT\SourceCode\data_and_results\data_raw\logs\monoculture_static_pft2_0.105_01.log,2026-06-05T19:30:13.127923,2026-06-05T19:39:44.886572,571.758649,0,OK
C:\Users\Jonas\Documents\MASCOT\SourceCode\data_and_results\data_model_input\xml_control_files\monoculture_static_pft2_0.105_02.xml,C:\Users\Jonas\Documents\MASCOT\SourceCode\data_and_results\data_raw\logs\monoculture_static_pft2_0.105_02.log,2026-06-05T19:30:19.805322,2026-06-05T19:39:53.232887,573.427565,0,OK
C:\Users\Jonas\Documents\MASCOT\SourceCode\data_and_results\data_model_input\xml_control_files\monoculture_static_pft2_0.105_03.xml,C:\Users\Jonas\Documents\MASCOT\SourceCode\data_and_results\data_raw\logs\monoculture_static_pft2_0.105_03.log,2026-06-05T19:31:47.623416,2026-06-05T19:41:07.717566,560.09415,0,OK
C:\Users\Jonas\Documents\MASCOT\SourceCode\data_and_results\data_model_input\xml_control_files\monoculture_static_pft2_0.105_04.xml,C:\Users\Jonas\Documents\MASCOT\SourceCode\data_and_results\data_raw\logs\monoculture_static_pft2_0.105_04.log,2026-06-05T19:31:58.688703,2026-06-05T19:41:20.095080,561.406377,0,OK
C:\Users\Jonas\Documents\MASCOT\SourceCode\data_and_results\data_model_input\xml_control_files\monoculture_static_pft2_0.105_05.xml,C:\Users\Jonas\Documents\MASCOT\SourceCode\data_and_results\data_raw\logs\monoculture_static_pft2_0.105_05.log,2026-06-05T19:32:21.040562,2026-06-05T19:41:46.979447,565.938885,0,OK
C:\Users\Jonas\Documents\MASCOT\SourceCode\data_and_results\data_model_input\xml_control_files\monoculture_static_pft2_0.105_06.xml,C:\Users\Jonas\Documents\MASCOT\SourceCode\data_and_results\data_raw\logs\monoculture_static_pft2_0.105_06.log,2026-06-05T19:32:46.135723,2026-06-05T19:42:05.547223,559.4115,0,OK
C:\Users\Jonas\Documents\MASCOT\SourceCode\data_and_results\data_model_input\xml_control_files\monoculture_static_pft2_0.140_01.xml,C:\Users\Jonas\Documents\MASCOT\SourceCode\data_and_results\data_raw\logs\monoculture_static_pft2_0.140_01.log,2026-06-05T19:41:46.980997,2026-06-05T19:43:19.982724,93.001727,0,OK
C:\Users\Jonas\Documents\MASCOT\SourceCode\data_and_results\data_model_input\xml_control_files\monoculture_static_pft2_0.140_02.xml,C:\Users\Jonas\Documents\MASCOT\SourceCode\data_and_results\data_raw\logs\monoculture_static_pft2_0.140_02.log,2026-06-05T19:42:05.551244,2026-06-05T19:43:38.688837,93.137593,0,OK
C:\Users\Jonas\Documents\MASCOT\SourceCode\data_and_results\data_model_input\xml_control_files\monoculture_static_pft2_0.140_03.xml,C:\Users\Jonas\Documents\MASCOT\SourceCode\data_and_results\data_raw\logs\monoculture_static_pft2_0.140_03.log,2026-06-05T19:43:19.985225,2026-06-05T19:44:52.001327,92.016102,0,OK
C:\Users\Jonas\Documents\MASCOT\SourceCode\data_and_results\data_model_input\xml_control_files\monoculture_static_pft2_0.140_04.xml,C:\Users\Jonas\Documents\MASCOT\SourceCode\data_and_results\data_raw\logs\monoculture_static_pft2_0.140_04.log,2026-06-05T19:43:38.691948,2026-06-05T19:45:10.479990,91.788042,0,OK
C:\Users\Jonas\Documents\MASCOT\SourceCode\data_and_results\data_model_input\xml_control_files\monoculture_static_pft2_0.140_05.xml,C:\Users\Jonas\Documents\MASCOT\SourceCode\data_and_results\data_raw\logs\monoculture_static_pft2_0.140_05.log,2026-06-05T19:44:52.003338,2026-06-05T19:46:24.144694,92.141356,0,OK
C:\Users\Jonas\Documents\MASCOT\SourceCode\data_and_results\data_model_input\xml_control_files\monoculture_static_pft2_0.140_06.xml,C:\Users\Jonas\Documents\MASCOT\SourceCode\data_and_results\data_raw\logs\monoculture_static_pft2_0.140_06.log,2026-06-05T19:45:10.483020,2026-06-05T19:46:43.109235,92.626215,0,OK
C:\Users\Jonas\Documents\MASCOT\SourceCode\data_and_results\data_model_input\xml_control_files\monoculture_static_pft2_0.140_07.xml,C:\Users\Jonas\Documents\MASCOT\SourceCode\data_and_results\data_raw\logs\monoculture_static_pft2_0.140_07.log,2026-06-05T19:46:24.148752,2026-06-05T19:47:57.640195,93.491443,0,OK
C:\Users\Jonas\Documents\MASCOT\SourceCode\data_and_results\data_model_input\xml_control_files\monoculture_static_pft2_0.140_08.xml,C:\Users\Jonas\Documents\MASCOT\SourceCode\data_and_results\data_raw\logs\monoculture_static_pft2_0.140_08.log,2026-06-05T19:46:43.113419,2026-06-05T19:48:17.209488,94.096069,0,OK
C:\Users\Jonas\Documents\MASCOT\SourceCode\data_and_results\data_model_input\xml_control_files\monoculture_static_pft2_0.105_07.xml,C:\Users\Jonas\Documents\MASCOT\SourceCode\data_and_results\data_raw\logs\monoculture_static_pft2_0.105_07.log,2026-06-05T19:39:44.890575,2026-06-05T19:49:20.068622,575.178047,0,OK
C:\Users\Jonas\Documents\MASCOT\SourceCode\data_and_results\data_model_input\xml_control_files\monoculture_static_pft2_0.105_08.xml,C:\Users\Jonas\Documents\MASCOT\SourceCode\data_and_results\data_raw\logs\monoculture_static_pft2_0.105_08.log,2026-06-05T19:39:53.235887,2026-06-05T19:49:25.781416,572.545529,0,OK
C:\Users\Jonas\Documents\MASCOT\SourceCode\data_and_results\data_model_input\xml_control_files\monoculture_static_pft2_0.140_09.xml,C:\Users\Jonas\Documents\MASCOT\SourceCode\data_and_results\data_raw\logs\monoculture_static_pft2_0.140_09.log,2026-06-05T19:47:57.644763,2026-06-05T19:49:30.517555,92.872792,0,OK
C:\Users\Jonas\Documents\MASCOT\SourceCode\data_and_results\data_model_input\xml_control_files\monoculture_static_pft2_0.140_10.xml,C:\Users\Jonas\Documents\MASCOT\SourceCode\data_and_results\data_raw\logs\monoculture_static_pft2_0.140_10.log,2026-06-05T19:48:17.212328,2026-06-05T19:49:50.053220,92.840892,0,OK
C:\Users\Jonas\Documents\MASCOT\SourceCode\data_and_results\data_model_input\xml_control_files\monoculture_static_pft2_0.105_09.xml,C:\Users\Jonas\Documents\MASCOT\SourceCode\data_and_results\data_raw\logs\monoculture_static_pft2_0.105_09.log,2026-06-05T19:41:07.719103,2026-06-05T19:50:51.537168,583.818065,0,OK
C:\Users\Jonas\Documents\MASCOT\SourceCode\data_and_results\data_model_input\xml_control_files\monoculture_static_pft2_0.105_10.xml,C:\Users\Jonas\Documents\MASCOT\SourceCode\data_and_results\data_raw\logs\monoculture_static_pft2_0.105_10.log,2026-06-05T19:41:20.098083,2026-06-05T19:51:08.269445,588.171362,0,OK
C:\Users\Jonas\Documents\MASCOT\SourceCode\data_and_results\data_model_input\xml_control_files\monoculture_static_pft3_0.035_01.xml,C:\Users\Jonas\Documents\MASCOT\SourceCode\data_and_results\data_raw\logs\monoculture_static_pft3_0.035_01.log,2026-06-05T19:49:20.071525,2026-06-05T19:51:21.541188,121.469663,0,OK
C:\Users\Jonas\Documents\MASCOT\SourceCode\data_and_results\data_model_input\xml_control_files\monoculture_static_pft3_0.035_02.xml,C:\Users\Jonas\Documents\MASCOT\SourceCode\data_and_results\data_raw\logs\monoculture_static_pft3_0.035_02.log,2026-06-05T19:49:25.784480,2026-06-05T19:51:28.840686,123.056206,0,OK
C:\Users\Jonas\Documents\MASCOT\SourceCode\data_and_results\data_model_input\xml_control_files\monoculture_static_pft3_0.035_03.xml,C:\Users\Jonas\Documents\MASCOT\SourceCode\data_and_results\data_raw\logs\monoculture_static_pft3_0.035_03.log,2026-06-05T19:49:30.521556,2026-06-05T19:51:33.769194,123.247638,0,OK
C:\Users\Jonas\Documents\MASCOT\SourceCode\data_and_results\data_model_input\xml_control_files\monoculture_static_pft3_0.035_04.xml,C:\Users\Jonas\Documents\MASCOT\SourceCode\data_and_results\data_raw\logs\monoculture_static_pft3_0.035_04.log,2026-06-05T19:49:50.056220,2026-06-05T19:51:53.485043,123.428823,0,OK
C:\Users\Jonas\Documents\MASCOT\SourceCode\data_and_results\data_model_input\xml_control_files\monoculture_static_pft3_0.035_05.xml,C:\Users\Jonas\Documents\MASCOT\SourceCode\data_and_results\data_raw\logs\monoculture_static_pft3_0.035_05.log,2026-06-05T19:50:51.541440,2026-06-05T19:52:53.176800,121.63536,0,OK
C:\Users\Jonas\Documents\MASCOT\SourceCode\data_and_results\data_model_input\xml_control_files\monoculture_static_pft3_0.035_06.xml,C:\Users\Jonas\Documents\MASCOT\SourceCode\data_and_results\data_raw\logs\monoculture_static_pft3_0.035_06.log,2026-06-05T19:51:08.274029,2026-06-05T19:53:12.262871,123.988842,0,OK
C:\Users\Jonas\Documents\MASCOT\SourceCode\data_and_results\data_model_input\xml_control_files\monoculture_static_pft3_0.035_07.xml,C:\Users\Jonas\Documents\MASCOT\SourceCode\data_and_results\data_raw\logs\monoculture_static_pft3_0.035_07.log,2026-06-05T19:51:21.546851,2026-06-05T19:53:26.363891,124.81704,0,OK
C:\Users\Jonas\Documents\MASCOT\SourceCode\data_and_results\data_model_input\xml_control_files\monoculture_static_pft3_0.035_08.xml,C:\Users\Jonas\Documents\MASCOT\SourceCode\data_and_results\data_raw\logs\monoculture_static_pft3_0.035_08.log,2026-06-05T19:51:28.845575,2026-06-05T19:53:34.344010,125.498435,0,OK
C:\Users\Jonas\Documents\MASCOT\SourceCode\data_and_results\data_model_input\xml_control_files\monoculture_static_pft3_0.035_09.xml,C:\Users\Jonas\Documents\MASCOT\SourceCode\data_and_results\data_raw\logs\monoculture_static_pft3_0.035_09.log,2026-06-05T19:51:33.773391,2026-06-05T19:53:37.758132,123.984741,0,OK
C:\Users\Jonas\Documents\MASCOT\SourceCode\data_and_results\data_model_input\xml_control_files\monoculture_static_pft3_0.035_10.xml,C:\Users\Jonas\Documents\MASCOT\SourceCode\data_and_results\data_raw\logs\monoculture_static_pft3_0.035_10.log,2026-06-05T19:51:53.489856,2026-06-05T19:53:57.402039,123.912183,0,OK
C:\Users\Jonas\Documents\MASCOT\SourceCode\data_and_results\data_model_input\xml_control_files\monoculture_static_pft3_0.070_01.xml,C:\Users\Jonas\Documents\MASCOT\SourceCode\data_and_results\data_raw\logs\monoculture_static_pft3_0.070_01.log,2026-06-05T19:52:53.180317,2026-06-05T19:55:51.615374,178.435057,0,OK
C:\Users\Jonas\Documents\MASCOT\SourceCode\data_and_results\data_model_input\xml_control_files\monoculture_static_pft3_0.070_02.xml,C:\Users\Jonas\Documents\MASCOT\SourceCode\data_and_results\data_raw\logs\monoculture_static_pft3_0.070_02.log,2026-06-05T19:53:12.268501,2026-06-05T19:56:23.529927,191.261426,0,OK
C:\Users\Jonas\Documents\MASCOT\SourceCode\data_and_results\data_model_input\xml_control_files\monoculture_static_pft3_0.070_03.xml,C:\Users\Jonas\Documents\MASCOT\SourceCode\data_and_results\data_raw\logs\monoculture_static_pft3_0.070_03.log,2026-06-05T19:53:26.368045,2026-06-05T19:56:51.031119,204.663074,0,OK
C:\Users\Jonas\Documents\MASCOT\SourceCode\data_and_results\data_model_input\xml_control_files\monoculture_static_pft3_0.070_04.xml,C:\Users\Jonas\Documents\MASCOT\SourceCode\data_and_results\data_raw\logs\monoculture_static_pft3_0.070_04.log,2026-06-05T19:53:34.349127,2026-06-05T19:57:06.310943,211.961816,0,OK
C:\Users\Jonas\Documents\MASCOT\SourceCode\data_and_results\data_model_input\xml_control_files\monoculture_static_pft3_0.070_05.xml,C:\Users\Jonas\Documents\MASCOT\SourceCode\data_and_results\data_raw\logs\monoculture_static_pft3_0.070_05.log,2026-06-05T19:53:37.762785,2026-06-05T19:57:11.458071,213.695286,0,OK
C:\Users\Jonas\Documents\MASCOT\SourceCode\data_and_results\data_model_input\xml_control_files\monoculture_static_pft3_0.070_06.xml,C:\Users\Jonas\Documents\MASCOT\SourceCode\data_and_results\data_raw\logs\monoculture_static_pft3_0.070_06.log,2026-06-05T19:53:57.405040,2026-06-05T19:57:42.523817,225.118777,0,OK
C:\Users\Jonas\Documents\MASCOT\SourceCode\data_and_results\data_model_input\xml_control_files\monoculture_static_pft3_0.070_07.xml,C:\Users\Jonas\Documents\MASCOT\SourceCode\data_and_results\data_raw\logs\monoculture_static_pft3_0.070_07.log,2026-06-05T19:55:51.620138,2026-06-05T20:00:04.326401,252.706263,0,OK
C:\Users\Jonas\Documents\MASCOT\SourceCode\data_and_results\data_model_input\xml_control_files\monoculture_static_pft3_0.070_08.xml,C:\Users\Jonas\Documents\MASCOT\SourceCode\data_and_results\data_raw\logs\monoculture_static_pft3_0.070_08.log,2026-06-05T19:56:23.536175,2026-06-05T20:00:31.717132,248.180957,0,OK
C:\Users\Jonas\Documents\MASCOT\SourceCode\data_and_results\data_model_input\xml_control_files\monoculture_static_pft3_0.070_09.xml,C:\Users\Jonas\Documents\MASCOT\SourceCode\data_and_results\data_raw\logs\monoculture_static_pft3_0.070_09.log,2026-06-05T19:56:51.036081,2026-06-05T20:00:52.801663,241.765582,0,OK
C:\Users\Jonas\Documents\MASCOT\SourceCode\data_and_results\data_model_input\xml_control_files\monoculture_static_pft3_0.070_10.xml,C:\Users\Jonas\Documents\MASCOT\SourceCode\data_and_results\data_raw\logs\monoculture_static_pft3_0.070_10.log,2026-06-05T19:57:06.316256,2026-06-05T20:01:02.599877,236.283621,0,OK
C:\Users\Jonas\Documents\MASCOT\SourceCode\data_and_results\data_model_input\xml_control_files\monoculture_static_pft3_0.105_01.xml,C:\Users\Jonas\Documents\MASCOT\SourceCode\data_and_results\data_raw\logs\monoculture_static_pft3_0.105_01.log,2026-06-05T19:57:11.465782,2026-06-05T20:09:58.216740,766.750958,0,OK
C:\Users\Jonas\Documents\MASCOT\SourceCode\data_and_results\data_model_input\xml_control_files\monoculture_static_pft3_0.105_02.xml,C:\Users\Jonas\Documents\MASCOT\SourceCode\data_and_results\data_raw\logs\monoculture_static_pft3_0.105_02.log,2026-06-05T19:57:42.527423,2026-06-05T20:10:27.360786,764.833363,0,OK
C:\Users\Jonas\Documents\MASCOT\SourceCode\data_and_results\data_model_input\xml_control_files\monoculture_static_pft3_0.105_03.xml,C:\Users\Jonas\Documents\MASCOT\SourceCode\data_and_results\data_raw\logs\monoculture_static_pft3_0.105_03.log,2026-06-05T20:00:04.333220,2026-06-05T20:12:54.823425,770.490205,0,OK
C:\Users\Jonas\Documents\MASCOT\SourceCode\data_and_results\data_model_input\xml_control_files\monoculture_static_pft3_0.105_04.xml,C:\Users\Jonas\Documents\MASCOT\SourceCode\data_and_results\data_raw\logs\monoculture_static_pft3_0.105_04.log,2026-06-05T20:00:31.719184,2026-06-05T20:13:22.110259,770.391075,0,OK
C:\Users\Jonas\Documents\MASCOT\SourceCode\data_and_results\data_model_input\xml_control_files\monoculture_static_pft3_0.105_05.xml,C:\Users\Jonas\Documents\MASCOT\SourceCode\data_and_results\data_raw\logs\monoculture_static_pft3_0.105_05.log,2026-06-05T20:00:52.804233,2026-06-05T20:13:30.772234,757.968001,0,OK
C:\Users\Jonas\Documents\MASCOT\SourceCode\data_and_results\data_model_input\xml_control_files\monoculture_static_pft3_0.105_06.xml,C:\Users\Jonas\Documents\MASCOT\SourceCode\data_and_results\data_raw\logs\monoculture_static_pft3_0.105_06.log,2026-06-05T20:01:02.602749,2026-06-05T20:14:13.293827,790.691078,0,OK
C:\Users\Jonas\Documents\MASCOT\SourceCode\data_and_results\data_model_input\xml_control_files\monoculture_static_pft3_0.140_01.xml,C:\Users\Jonas\Documents\MASCOT\SourceCode\data_and_results\data_raw\logs\monoculture_static_pft3_0.140_01.log,2026-06-05T20:13:30.778840,2026-06-05T20:16:08.070729,157.291889,0,OK
C:\Users\Jonas\Documents\MASCOT\SourceCode\data_and_results\data_model_input\xml_control_files\monoculture_static_pft3_0.140_02.xml,C:\Users\Jonas\Documents\MASCOT\SourceCode\data_and_results\data_raw\logs\monoculture_static_pft3_0.140_02.log,2026-06-05T20:14:13.298900,2026-06-05T20:16:50.015536,156.716636,0,OK
C:\Users\Jonas\Documents\MASCOT\SourceCode\data_and_results\data_model_input\xml_control_files\monoculture_static_pft3_0.140_03.xml,C:\Users\Jonas\Documents\MASCOT\SourceCode\data_and_results\data_raw\logs\monoculture_static_pft3_0.140_03.log,2026-06-05T20:16:08.078212,2026-06-05T20:18:41.795190,153.716978,0,OK
C:\Users\Jonas\Documents\MASCOT\SourceCode\data_and_results\data_model_input\xml_control_files\monoculture_static_pft3_0.140_04.xml,C:\Users\Jonas\Documents\MASCOT\SourceCode\data_and_results\data_raw\logs\monoculture_static_pft3_0.140_04.log,2026-06-05T20:16:50.020461,2026-06-05T20:19:19.344859,149.324398,0,OK
C:\Users\Jonas\Documents\MASCOT\SourceCode\data_and_results\data_model_input\xml_control_files\monoculture_static_pft3_0.140_05.xml,C:\Users\Jonas\Documents\MASCOT\SourceCode\data_and_results\data_raw\logs\monoculture_static_pft3_0.140_05.log,2026-06-05T20:18:41.799193,2026-06-05T20:21:11.705068,149.905875,0,OK
C:\Users\Jonas\Documents\MASCOT\SourceCode\data_and_results\data_model_input\xml_control_files\monoculture_static_pft3_0.140_06.xml,C:\Users\Jonas\Documents\MASCOT\SourceCode\data_and_results\data_raw\logs\monoculture_static_pft3_0.140_06.log,2026-06-05T20:19:19.349405,2026-06-05T20:21:48.005937,148.656532,0,OK
C:\Users\Jonas\Documents\MASCOT\SourceCode\data_and_results\data_model_input\xml_control_files\monoculture_static_pft3_0.140_07.xml,C:\Users\Jonas\Documents\MASCOT\SourceCode\data_and_results\data_raw\logs\monoculture_static_pft3_0.140_07.log,2026-06-05T20:21:11.710473,2026-06-05T20:23:24.269464,132.558991,0,OK
C:\Users\Jonas\Documents\MASCOT\SourceCode\data_and_results\data_model_input\xml_control_files\monoculture_static_pft3_0.140_08.xml,C:\Users\Jonas\Documents\MASCOT\SourceCode\data_and_results\data_raw\logs\monoculture_static_pft3_0.140_08.log,2026-06-05T20:21:48.011271,2026-06-05T20:23:56.277846,128.266575,0,OK
C:\Users\Jonas\Documents\MASCOT\SourceCode\data_and_results\data_model_input\xml_control_files\monoculture_static_pft3_0.105_07.xml,C:\Users\Jonas\Documents\MASCOT\SourceCode\data_and_results\data_raw\logs\monoculture_static_pft3_0.105_07.log,2026-06-05T20:09:58.221391,2026-06-05T20:24:18.062856,859.841465,0,OK
C:\Users\Jonas\Documents\MASCOT\SourceCode\data_and_results\data_model_input\xml_control_files\monoculture_static_pft3_0.105_08.xml,C:\Users\Jonas\Documents\MASCOT\SourceCode\data_and_results\data_raw\logs\monoculture_static_pft3_0.105_08.log,2026-06-05T20:10:27.365375,2026-06-05T20:24:27.813250,840.447875,0,OK
C:\Users\Jonas\Documents\MASCOT\SourceCode\data_and_results\data_model_input\xml_control_files\monoculture_static_pft3_0.140_09.xml,C:\Users\Jonas\Documents\MASCOT\SourceCode\data_and_results\data_raw\logs\monoculture_static_pft3_0.140_09.log,2026-06-05T20:23:24.274119,2026-06-05T20:25:32.911225,128.637106,0,OK
C:\Users\Jonas\Documents\MASCOT\SourceCode\data_and_results\data_model_input\xml_control_files\monoculture_static_pft3_0.140_10.xml,C:\Users\Jonas\Documents\MASCOT\SourceCode\data_and_results\data_raw\logs\monoculture_static_pft3_0.140_10.log,2026-06-05T20:23:56.280947,2026-06-05T20:26:08.769405,132.488458,0,OK
C:\Users\Jonas\Documents\MASCOT\SourceCode\data_and_results\data_model_input\xml_control_files\monoculture_static_pft3_0.105_09.xml,C:\Users\Jonas\Documents\MASCOT\SourceCode\data_and_results\data_raw\logs\monoculture_static_pft3_0.105_09.log,2026-06-05T20:12:54.832357,2026-06-05T20:26:32.735533,817.903176,0,OK
C:\Users\Jonas\Documents\MASCOT\SourceCode\data_and_results\data_model_input\xml_control_files\monoculture_static_pft3_0.105_10.xml,C:\Users\Jonas\Documents\MASCOT\SourceCode\data_and_results\data_raw\logs\monoculture_static_pft3_0.105_10.log,2026-06-05T20:13:22.115497,2026-06-05T20:26:55.611207,813.49571,0,OK
C:\Users\Jonas\Documents\MASCOT\SourceCode\data_and_results\data_model_input\xml_control_files\monoculture_static_pft4_0.035_01.xml,C:\Users\Jonas\Documents\MASCOT\SourceCode\data_and_results\data_raw\logs\monoculture_static_pft4_0.035_01.log,2026-06-05T20:24:18.068456,2026-06-05T20:26:59.805091,161.736635,0,OK
C:\Users\Jonas\Documents\MASCOT\SourceCode\data_and_results\data_model_input\xml_control_files\monoculture_static_pft4_0.035_02.xml,C:\Users\Jonas\Documents\MASCOT\SourceCode\data_and_results\data_raw\logs\monoculture_static_pft4_0.035_02.log,2026-06-05T20:24:27.818890,2026-06-05T20:27:10.526306,162.707416,0,OK
C:\Users\Jonas\Documents\MASCOT\SourceCode\data_and_results\data_model_input\xml_control_files\monoculture_static_pft4_0.035_03.xml,C:\Users\Jonas\Documents\MASCOT\SourceCode\data_and_results\data_raw\logs\monoculture_static_pft4_0.035_03.log,2026-06-05T20:25:32.915233,2026-06-05T20:28:10.085397,157.170164,0,OK
C:\Users\Jonas\Documents\MASCOT\SourceCode\data_and_results\data_model_input\xml_control_files\monoculture_static_pft4_0.035_04.xml,C:\Users\Jonas\Documents\MASCOT\SourceCode\data_and_results\data_raw\logs\monoculture_static_pft4_0.035_04.log,2026-06-05T20:26:08.773545,2026-06-05T20:28:36.675090,147.901545,0,OK
